-3.019692, 2.463996, 2.324908, -0.221845, -0.899482, -0.128113
-5.704263, 3.773066, 3.826146, -0.563505, -1.825005, -0.561847
-8.590649, 4.472332, 4.893876, -1.279980, -2.901843, -1.440457
-9.458649, 5.043944, 5.737124, -1.163616, -2.871422, -1.573957
-10.367958, 4.721964, 6.210832, -1.276257, -3.045955, -1.898440
-9.805643, 4.146885, 6.490896, -0.818914, -2.594543, -1.821126
-10.269508, 3.259410, 6.486004, -1.042064, -2.904048, -2.408708
-9.808702, 2.579467, 6.508486, -0.751411, -2.771709, -2.444247
-8.591898, -0.425875, 5.799140, -0.904569, -2.789342, -2.036419
-6.191227, -2.397199, 5.448404, -0.443718, -2.004210, -1.038731
-5.563370, -4.421683, 5.181381, -0.410580, -2.041846, -0.842917
-4.663711, -4.959605, 5.471055, -0.063221, -1.638921, -0.530752
-5.026281, -6.491754, 5.736819, 0.038097, -1.884432, -0.690402
-4.201227, -7.578259, 5.971430, 0.632213, -1.416264, -0.577453
-4.069697, -9.587360, 5.680215, 0.552369, -1.489710, -0.942210
-2.898100, -10.254982, 5.629178, 1.185747, -0.828616, -0.503258
-5.140633, -10.394664, 5.636537, 0.949054, -0.034968, -0.754225
-6.165440, -8.865297, 5.677684, 1.240049, 1.294912, -0.413574
-7.927783, -8.670519, 5.707454, 1.100348, 1.834693, -0.815438
-8.285688, -7.781394, 5.754725, 1.158819, 2.424147, -0.752954
-8.996865, -7.867389, 5.384160, 0.634736, 2.260806, -1.131087
-8.393814, -6.681404, 4.948885, 0.413863, 2.226040, -1.013967
-8.613842, -6.249961, 4.216498, -0.357883, 1.774606, -1.308221
-7.768110, -4.822683, 4.103077, -0.294566, 1.779256, -0.833640
-8.692945, -1.720961, 3.220409, -0.662986, 1.783368, -0.573340
-8.415957, 1.782791, 2.712706, -0.262141, 2.506433, 0.294700
-9.628819, 4.111390, 2.346966, -0.499817, 2.878657, 0.714941
-9.611332, 5.571676, 2.409767, -0.384987, 3.371911, 1.233515
-10.499567, 6.310182, 1.933045, -0.690060, 3.759637, 1.458870
-9.835549, 6.757713, 1.475132, -0.697683, 4.290878, 1.953161
-10.224987, 6.906388, 0.443176, -1.381831, 4.266670, 1.949700
-9.345760, 7.214110, 0.048739, -1.298180, 4.393392, 2.538383
