-5.859499, 4.557101, 1.735372, 0.017043, -0.656174, -1.639169
-10.375189, 7.442003, 2.734647, -0.411127, -1.607977, -3.231250
-14.178735, 8.337976, 3.095322, -1.013927, -2.731264, -5.040128
-14.882734, 8.366287, 3.622542, -0.813029, -2.767806, -5.416135
-14.520878, 7.034194, 3.677876, -0.975016, -2.965475, -5.935647
-11.451481, 4.849594, 3.856266, -0.731735, -2.375872, -5.388855
-9.619478, 2.294812, 3.479548, -1.188512, -2.587755, -5.745210
-7.088609, 0.396648, 3.278717, -1.299939, -2.224696, -5.361903
-7.183422, 2.249950, 1.512764, -1.286570, -2.940234, -4.884979
-6.675728, 5.255548, 0.359169, -0.570008, -2.761654, -3.502147
-7.818805, 8.028951, -0.822129, -0.620550, -3.314769, -3.259458
-8.323429, 10.186971, -1.140131, -0.439840, -3.192421, -2.565232
-9.413570, 12.249575, -1.666043, -0.855927, -3.734737, -2.797211
-8.783342, 14.233023, -1.849564, -1.095654, -3.379060, -2.156470
-9.028588, 16.212664, -2.726804, -1.966937, -3.787383, -2.119268
-7.684443, 17.735563, -2.829152, -1.882145, -3.143299, -1.281485
-10.760725, 17.741343, -1.665842, -1.616815, -3.541736, -1.753907
-12.034594, 16.503214, 0.257994, -0.633263, -2.912789, -1.436941
-14.355796, 16.450666, 1.358218, -0.228651, -3.103119, -1.691803
-14.888546, 16.282606, 2.270346, 0.293341, -2.834331, -1.399519
-16.325022, 16.939505, 2.432095, 0.187666, -3.053428, -1.713216
-15.725093, 16.481085, 2.986059, 0.283968, -2.281428, -1.346420
-16.350103, 16.117228, 3.190770, -0.261185, -2.380096, -1.647791
-15.012370, 15.363488, 4.053133, -0.082197, -1.498575, -1.100861
-15.332716, 13.989834, 2.905431, -1.067055, -0.630946, -2.304652
-13.813109, 12.191498, 2.434871, -1.218875, 0.722014, -2.593466
-14.271244, 11.424492, 1.893167, -1.607321, 1.144056, -3.371708
-13.868595, 10.996422, 2.059592, -1.454198, 1.637747, -3.293925
-14.629653, 11.253764, 2.050679, -1.956064, 1.218182, -3.759294
-13.205435, 10.772560, 2.249825, -1.849647, 0.999433, -3.415169
-12.878473, 10.181036, 1.858088, -2.414066, 0.254887, -3.589103
-10.884293, 9.516176, 1.868904, -1.958251, 0.240605, -2.878196
-12.288664, 9.795556, 1.442906, -2.132189, -1.084355, -2.132205
-12.108282, 9.668342, 1.704600, -1.519274, -1.644357, -0.859208
-13.519586, 9.697371, 1.679280, -1.704794, -2.692348, -0.502872
-13.725037, 9.577093, 1.883175, -1.548340, -2.887888, -0.039794
-14.709159, 9.401626, 1.407293, -2.084643, -3.592687, -0.096404
-13.308429, 8.431178, 1.079696, -2.125992, -3.663238, 0.250742
-12.994646, 7.203868, 0.288912, -2.902837, -4.559879, 0.326022
-11.217051, 6.086683, 0.275160, -2.785936, -4.541332, 1.045488
-12.050425, 6.880785, 0.813547, -2.237909, -5.212777, -0.050477
-11.646378, 7.761890, 2.033726, -1.073926, -4.625151, -0.275071
-12.898020, 8.796115, 2.785825, -0.861970, -4.788530, -0.734942
-13.060246, 9.742498, 3.597696, -0.456581, -4.272483, -0.464593
-14.419495, 10.677537, 3.672670, -0.726925, -4.598521, -0.686933
-14.148627, 11.237524, 3.765408, -0.549106, -4.126608, -0.384680
-14.929195, 11.693085, 3.441689, -1.042881, -4.487489, -0.628659
-14.245206, 11.902859, 3.551690, -0.768912, -4.091250, -0.237249
-16.649107, 10.839047, 3.523209, -1.399050, -4.099744, -0.497873
-16.696466, 9.704725, 3.859064, -1.134041, -3.187091, -0.333228
-18.231962, 9.567786, 4.334237, -1.407639, -3.122564, -0.743295
-18.054506, 9.544401, 4.894793, -1.166854, -2.731025, -0.766692
-19.091105, 10.474709, 5.185018, -1.458631, -3.084892, -1.386792
-17.777098, 10.795670, 5.097287, -1.210304, -2.581439, -1.423109
-17.714762, 11.034933, 4.666222, -1.744436, -2.724386, -1.978516
-16.117414, 11.206406, 4.596913, -1.425099, -1.853274, -1.700598
-17.252893, 9.407982, 4.144545, -1.698602, -2.554729, -2.067303
-15.989132, 7.474806, 4.230820, -1.285872, -2.345840, -1.586555
-16.749807, 6.010117, 4.401698, -1.616185, -2.734412, -1.923554
-16.125566, 5.359877, 4.720744, -1.316918, -2.425983, -1.753907
-16.371065, 4.817643, 5.155472, -1.481878, -2.614409, -2.320809
-13.992271, 4.237453, 5.475857, -1.018010, -2.210572, -2.098016
-12.943781, 3.320421, 5.514490, -1.353757, -2.314104, -2.550781
-10.336883, 2.983692, 5.780886, -0.963062, -1.699621, -2.023208
-10.285228, 2.406451, 5.216946, -1.095802, -0.948040, -2.179141
-8.876635, 2.291262, 4.690534, -0.585909, 0.298139, -1.480201
-9.327234, 1.691463, 4.039616, -0.606896, 0.740515, -1.434197
-8.906674, 1.687489, 3.830649, -0.354345, 1.199643, -0.839391
-9.982651, 1.223639, 3.456657, -0.762418, 1.026878, -1.044560
-9.199859, 0.960411, 3.109980, -0.810828, 0.935229, -0.494106
-9.312344, 0.245443, 2.190036, -1.368531, 0.427836, -0.706341
-8.136337, 0.075088, 1.957086, -1.071736, 0.564323, -0.275174
-9.558500, -0.408606, 2.764140, -1.548177, -0.600453, -0.612760
-9.144970, -0.195814, 4.398933, -0.959042, -0.810965, -0.254958
-9.881628, -0.213396, 5.655385, -1.048453, -1.376436, -0.340595
-9.172060, 0.258512, 7.100480, -0.456595, -1.285283, 0.075327
-9.366868, 0.659997, 8.067323, -0.548764, -1.313642, 0.120330
-7.428089, 1.445244, 9.317944, 0.031712, -0.783784, 0.681551
-6.670690, 1.625909, 10.314027, -0.007298, -0.882808, 0.683746
-4.732617, 2.265945, 11.235184, 0.801817, -0.334335, 1.343477
