-2.198142, 0.675521, -0.325472, -1.975018, -3.099895, -1.959434
-1.631250, 2.275455, 1.122876, -1.541529, -2.792815, -1.278826
-3.283718, 2.614808, 1.186856, -1.485758, -2.559747, -1.005443
-7.032447, 3.387978, 1.566036, -1.550017, -1.776615, -0.515491
-10.746001, 5.091231, 2.195288, -1.509000, -1.204207, 0.075249
-12.222664, 5.611760, 2.261846, -1.924451, -1.069199, 0.103550
-12.467213, 4.871718, 2.041441, -2.319792, -1.304162, -0.176301
-11.420240, 2.984920, 1.072105, -2.956262, -1.860825, -0.943222
-9.134768, 3.682054, 2.436185, -2.728612, -1.982243, -1.024716
-6.726055, 4.486099, 3.304597, -2.300684, -1.295130, -0.892617
-3.685817, 2.992702, 1.853617, -1.759675, -1.181749, -1.035138
-1.143184, -0.521295, -2.843381, -1.498163, -0.764123, -1.333023
-2.350724, -1.311429, -5.046466, -0.850778, -0.070285, -0.696768
-3.704530, -2.111711, -6.126958, -1.079031, 0.012678, -0.858892
-6.126409, -3.346038, -6.045718, -1.081610, -0.300801, -1.334872
-9.244189, -5.273672, -2.654667, -1.126508, -0.071843, -1.985149
-10.626694, -8.117610, 0.068119, -1.422996, 0.340014, -1.006614
-8.729477, -8.444291, 2.133643, -1.340901, 1.099335, -0.110189
-6.578419, -8.787283, 2.584098, -0.914827, 0.592892, 0.151982
-4.499828, -12.262724, 1.514739, -1.336279, -0.989035, -0.096258
-4.000107, -16.184093, -0.359805, -0.932174, -1.067083, 0.309204
-3.770657, -18.286076, -1.787727, -1.220028, -1.340574, -0.063693
-2.815894, -18.538420, -3.155427, -1.575454, -1.867304, -0.646179
-0.108434, -18.540339, -3.520455, -2.433804, -1.932133, -0.355756
0.990618, -20.472572, -1.966022, -2.535931, -1.626516, -0.519382
0.950848, -19.765034, -0.255371, -1.937719, -0.865459, -0.240548
-1.001675, -16.236715, 1.898195, -1.636536, -0.080958, -0.331123
-6.570416, -14.888159, 5.656408, -1.252660, 0.723926, -0.802056
-12.054971, -19.506964, 8.888982, -0.565721, 2.229439, -0.191440
-14.857383, -21.992405, 9.667147, -0.386506, 2.371832, -0.547339
-15.964035, -20.579592, 7.925455, 0.140468, 2.328851, -0.481345
-15.529356, -15.530544, 4.283085, 0.739132, 2.489985, -0.486281
-12.789465, -15.774473, 3.448720, 1.765873, 3.253076, -0.052755
-9.579170, -14.379556, 3.259348, 2.398378, 3.699828, 0.482286
-5.871312, -8.758602, 1.832679, 1.222322, 2.343552, 0.670345
-2.768086, -0.905625, 0.850278, -1.191097, 0.037729, 0.214505
-4.972372, 0.571988, 3.536919, -2.457237, -0.553890, 1.083921
-6.284834, 0.250465, 4.592424, -3.276570, -1.098445, 0.994537
-7.541855, 0.128518, 4.566274, -3.832901, -1.232343, 0.523847
-7.050430, 0.461002, 2.881532, -4.544102, -1.150081, -0.269695
-5.402217, 1.866186, 2.525279, -4.205424, -0.211219, -0.668075
-3.473687, 3.187414, 2.770901, -2.938469, 0.831541, -0.426387
-2.313321, 1.839478, 1.223117, -1.380236, 0.678574, -0.331637
-2.117748, -2.342392, -0.795347, -0.565625, -0.837002, -0.001319
-3.268265, -4.719901, -0.354039, -0.483891, -1.709858, 1.253629
-4.256859, -6.115530, -0.339846, -1.094661, -2.103816, 1.122053
-5.479822, -6.024009, -0.545107, -1.677851, -2.634059, 0.745254
-7.244746, -2.721785, -0.499035, -2.388911, -3.154843, 0.316419
-6.654229, -3.396055, -0.206902, -1.445377, -2.061611, 0.806154
-5.060122, -3.162634, 0.236257, -0.146501, -0.928699, 1.562011
-4.307240, -2.417009, 0.140093, 0.079813, -0.629847, 1.365930
-5.239078, -1.908798, -0.197914, -0.770800, -1.095062, 0.667944
-7.739220, -2.102529, 0.298172, -1.196313, -1.119146, 0.764292
-8.907939, -2.625632, 0.123208, -2.008094, -1.656927, 0.564032
-9.706746, -2.570051, 0.084401, -2.840646, -2.274656, -0.077335
-10.049068, -0.944790, 0.781356, -4.146659, -2.064986, -0.679555
-8.670310, 0.239111, 2.453928, -3.969549, -1.689266, -0.169058
-6.577012, 0.958344, 3.732295, -3.136755, -1.020994, 0.432792
-4.487254, 2.075761, 3.803304, -1.807814, -0.992164, 0.542603
-4.099802, 4.620662, 4.064141, -1.032431, -1.935114, 0.017183
-6.716749, 7.610361, 5.144681, -0.685806, -1.531625, 0.467811
-8.245240, 8.138631, 5.091002, -1.066610, -1.749801, -0.086127
-9.050909, 7.157185, 3.920475, -1.576808, -1.991789, -0.561724
-7.729042, 6.198202, 2.648441, -1.983237, -2.239788, -0.519666
-6.615273, 5.989583, 3.599885, -1.605699, -2.346861, 0.680611
-5.054737, 5.308126, 4.056065, -0.819968, -1.777697, 1.317212
-3.290156, 3.118205, 3.163264, -0.463019, -1.073515, 2.177835
-2.020964, 0.817488, 1.264493, -0.723844, -0.413590, 3.587932
-2.852596, 2.583578, 1.852407, -1.054184, 0.650872, 5.631898
-3.885685, 3.086079, 1.925499, -1.940407, 0.768586, 5.978426
-4.896081, 2.858039, 1.505473, -2.686502, 0.545129, 5.740228
-7.328022, 2.864706, 1.426662, -3.512385, 0.622619, 5.341691
-6.498666, 6.116412, 1.696384, -2.206978, 1.264712, 5.852843
-5.145343, 8.226620, 1.823125, -0.655163, 1.851899, 6.119689
-3.404592, 7.731442, 1.292999, 0.166543, 1.913387, 4.753289
-2.027189, 7.459736, 0.142717, -0.108412, 1.576069, 2.478991
-1.306864, 9.913208, 1.183309, -0.222464, 2.355514, 3.675892
-1.528652, 10.640182, 1.286503, -0.856876, 1.908024, 3.533435
-1.853368, 9.614950, 0.989761, -1.545623, 0.877250, 1.973138
-3.715574, 10.112514, 0.705857, -1.762759, -1.493313, -2.122445
